x,order1,order2,order3
1252,41.32636,120.68743,
1253,41.30896,120.78273,
1254,41.29162,120.87831,
1255,41.27436,120.97418,
1256,41.25716,121.07033,
1257,41.24002,121.16676,
1258,41.22295,121.26348,
1259,41.20595,121.36049,
1260,41.18901,121.45778,
1261,41.17215,121.55536,
1262,41.15534,121.65323,
1263,41.13861,121.75138,
1264,41.12194,121.84983,
1265,41.10533,121.94857,
1266,41.08880,122.04760,
1267,41.07233,122.14692,
1268,41.05593,122.24653,
1269,41.03960,122.34644,
1270,41.02333,122.44664,
1271,41.00713,122.54714,
1272,40.99100,122.64793,
1273,40.97494,122.74902,
1274,40.95894,122.85041,
1275,40.94302,122.95210,
1276,40.92716,123.05409,
1277,40.91137,123.15638,
1278,40.89565,123.25898,
1279,40.88000,123.36188,
1280,40.86442,123.46508,
1281,40.84890,123.56858,
1282,40.83346,123.67240,
1283,40.81808,123.77651,
1284,40.80278,123.88094,
1285,40.78754,123.98568,
1286,40.77237,124.09072,
1287,40.75728,124.19608,
1288,40.74225,124.30174,
1289,40.72729,124.40772,
1290,40.71241,124.51402,
1291,40.69759,124.62062,
1292,40.68284,124.72754,
1293,40.66817,124.83478,
1294,40.65356,124.94234,
1295,40.63903,125.05021,
1296,40.62456,125.15840,
1297,40.61017,125.26691,
1298,40.59585,125.37574,
1299,40.58160,125.48489,
1300,40.56742,125.59437,
1301,40.55331,125.70417,
1302,40.53928,125.81429,
1303,40.52531,125.92474,
1304,40.51142,126.03551,
1305,40.49760,126.14661,
1306,40.48386,126.25804,
1307,40.47018,126.36980,
1308,40.45658,126.48189,
1309,40.44305,126.59431,
1310,40.42959,126.70706,
1311,40.41620,126.82014,
1312,40.40289,126.93356,
1313,40.38965,127.04731,
1314,40.37649,127.16139,
1315,40.36340,127.27581,
1316,40.35038,127.39057,
1317,40.33743,127.50567,
1318,40.32456,127.62110,
1319,40.31176,127.73688,
1320,40.29904,127.85300,
1321,40.28639,127.96945,
1322,40.27381,128.08625,
1323,40.26131,128.20340,
1324,40.24888,128.32089,
1325,40.23653,128.43872,
1326,40.22425,128.55690,
1327,40.21205,128.67543,
1328,40.19992,128.79430,
1329,40.18787,128.91353,
1330,40.17589,129.03310,
1331,40.16399,129.15303,
1332,40.15216,129.27330,
1333,40.14041,129.39393,
1334,40.12873,129.51492,
1335,40.11713,129.63625,
1336,40.10561,129.75795,
1337,40.09416,129.88000,
1338,40.08279,130.00240,
1339,40.07149,130.12517,
1340,40.06028,130.24829,
1341,40.04913,130.37178,
1342,40.03807,130.49562,
1343,40.02708,130.61983,
1344,40.01617,130.74440,
1345,40.00533,130.86933,
1346,39.99457,130.99463,
1347,39.98389,131.12029,
1348,39.97329,131.24632,
1349,39.96277,131.37272,
1350,39.95232,131.49949,
1351,39.94195,131.62662,
1352,39.93166,131.75413,
1353,39.92145,131.88200,
1354,39.91131,132.01025,
1355,39.90125,132.13887,
1356,39.89127,132.26786,
1357,39.88138,132.39723,
1358,39.87155,132.52698,
1359,39.86181,132.65710,
1360,39.85215,132.78760,
1361,39.84256,132.91848,
1362,39.83306,133.04973,
1363,39.82363,133.18137,
1364,39.81429,133.31339,
1365,39.80502,133.44579,
1366,39.79584,133.57857,
1367,39.78673,133.71174,
1368,39.77770,133.84529,
1369,39.76876,133.97923,
1370,39.75989,134.11355,
1371,39.75110,134.24826,
1372,39.74240,134.38336,
1373,39.73377,134.51885,
1374,39.72523,134.65473,
1375,39.71677,134.79100,
1376,39.70838,134.92766,
1377,39.70008,135.06472,
1378,39.69186,135.20217,
1379,39.68372,135.34001,
1380,39.67567,135.47825,
1381,39.66769,135.61689,
1382,39.65980,135.75593,
1383,39.65199,135.89536,
1384,39.64426,136.03519,
1385,39.63661,136.17543,
1386,39.62905,136.31606,
1387,39.62156,136.45710,
1388,39.61416,136.59854,
1389,39.60684,136.74038,
1390,39.59961,136.88263,
1391,39.59246,137.02529,
1392,39.58539,137.16835,
1393,39.57840,137.31182,
1394,39.57150,137.45570,
1395,39.56468,137.59998,
1396,39.55795,137.74468,
1397,39.55130,137.88979,
1398,39.54473,138.03531,
1399,39.53824,138.18125,
1400,39.53184,138.32760,
1401,39.52553,138.47436,
1402,39.51930,138.62154,
1403,39.51315,138.76914,
1404,39.50709,138.91715,
1405,39.50111,139.06559,
1406,39.49522,139.21444,
1407,39.48941,139.36371,
1408,39.48368,139.51341,
1409,39.47805,139.66353,
1410,39.47249,139.81407,
1411,39.46703,139.96503,
1412,39.46164,140.11642,
1413,39.45635,140.26824,
1414,39.45114,140.42048,
1415,39.44601,140.57316,
1416,39.44098,140.72626,
1417,39.43602,140.87979,
1418,39.43116,141.03375,
1419,39.42638,141.18814,
1420,39.42169,141.34296,
1421,39.41708,141.49822,
1422,39.41256,141.65391,
1423,39.40813,141.81004,
1424,39.40379,141.96661,
1425,39.39953,142.12361,
1426,39.39536,142.28105,
1427,39.39127,142.43893,
1428,39.38728,142.59725,
1429,39.38337,142.75601,
1430,39.37955,142.91522,
1431,39.37582,143.07488,
1432,39.37218,143.23499,
1433,39.36862,143.39555,
1434,39.36515,143.55656,
1435,39.36177,143.71802,
1436,39.35848,143.87994,
1437,39.35528,144.04232,
1438,39.35217,144.20515,
1439,39.34915,144.36845,
1440,39.34621,144.53221,
1441,39.34337,144.69644,
1442,39.34061,144.86113,
1443,39.33794,145.02629,
1444,39.33537,145.19192,
1445,39.33288,145.35803,
1446,39.33048,145.52460,
1447,39.32817,145.69165,
1448,39.32596,145.85918,
1449,39.32383,146.02719,
1450,39.32179,146.19568,
1451,39.31985,146.36464,
1452,39.31799,146.53410,
1453,39.31623,146.70404,
1454,39.31455,146.87446,
1455,39.31297,147.04538,
1456,39.31148,147.21679,
1457,39.31008,147.38869,
1458,39.30877,147.56108,
1459,39.30755,147.73397,
1460,39.30643,147.90736,
1461,39.30539,148.08125,
1462,39.30445,148.25564,
1463,39.30360,148.43053,
1464,39.30284,148.60593,
1465,39.30217,148.78183,
1466,39.30160,148.95825,
1467,39.30112,149.13517,
1468,39.30073,149.31261,
1469,39.30044,149.49055,
1470,39.30023,149.66902,
1471,39.30012,149.84800,
1472,39.30011,150.02750,
1473,39.30018,150.20753,
1474,39.30035,150.38807,
1475,39.30062,150.56914,
1476,39.30097,150.75073,
1477,39.30142,150.93286,
1478,39.30197,151.11551,
1479,39.30261,151.29869,
1480,39.30334,151.48241,
1481,39.30417,151.66666,
1482,39.30509,151.85145,
1483,39.30611,152.03677,
1484,39.30722,152.22264,
1485,39.30842,152.40905,
1486,39.30972,152.59600,
1487,39.31112,152.78350,
1488,39.31261,152.97154,
1489,39.31420,153.16014,
1490,39.31588,153.34928,
1491,39.31766,153.53898,
1492,39.31953,153.72923,
1493,39.32150,153.92003,
1494,39.32356,154.11139,
1495,39.32572,154.30332,
1496,39.32798,154.49580,
1497,39.33034,154.68885,
1498,39.33281,154.88246,
1499,39.33540,155.07664,
1500,39.33812,155.27138,
1501,39.34096,155.46670,
1502,39.34393,155.66259,
1503,39.34704,155.85905,
1504,39.35028,156.05608,
1505,39.35365,156.25370,
1506,39.35715,156.45189,
1507,39.36078,156.65066,
1508,39.36454,156.85001,
1509,39.36844,157.04995,
1510,39.37247,157.25048,
1511,39.37663,157.45159,
1512,39.38092,157.65329,
1513,39.38534,157.85558,
1514,39.38989,158.05846,
1515,39.39458,158.26194,
1516,39.39940,158.46601,
1517,39.40435,158.67068,
1518,39.40943,158.87596,
1519,39.41465,159.08183,
1520,39.41999,159.28831,
1521,39.42547,159.49539,
1522,39.43108,159.70308,
1523,39.43682,159.91137,
1524,39.44270,160.12028,
1525,39.44871,160.32980,
1526,39.45485,160.53993,
1527,39.46112,160.75068,
1528,39.46752,160.96204,
1529,39.47406,161.17403,
1530,39.48073,161.38663,
1531,39.48753,161.59986,
1532,39.49447,161.81371,
1533,39.50153,162.02818,
1534,39.50873,162.24329,
