# Target: WASP-39b
# Instrument: NIRISS/SOSS
# Pipeline: CM chromatic_fitting + ADF pipeline
# 1D Extraction : BOX
# Author: Murray
# Date: 2022-08-12T18:10:00
wave,wave_error,wave_upper,dppm,dppm_error,order
0.877208366746508,0.0043750949815013,0.0043970252363579,21077.40661636,73.34523912000162,1
0.8860244573999406,0.0044190654170745,0.0044412160746566,21251.77924401,54.915288330001104,1
0.8949291512374694,0.0044634777628721,0.0044858510382638,21335.217929639995,52.45222878000016,1
0.9039233387358986,0.0045083364601653,0.0045309345907131,21281.47039489,51.3357702299983,1
0.9130079193214734,0.0045536459948616,0.0045764712403972,21262.04338801,50.94779593999996,1
0.9221838014598228,0.0045994108979522,0.004622465541019,21348.424321,50.379072800000905,1
0.9314519027468072,0.0046456357459653,0.0046689220920471,21481.76823556,48.308351360001936,1
0.940813150000279,0.0046923251614244,0.0047158455391752,21360.34864324,46.16935361999709,1
0.9502684793527644,0.00473948381331,0.004763240574787,21390.26176681,44.81225624000179,1
0.959818836345078,0.0047871164175266,0.0048111119384256,21376.10671249,44.2126036800012,1
0.9694651760208776,0.0048352277373741,0.0048594644172675,21233.706380410003,43.81737253000216,1
0.97920846302217,0.0048838225840246,0.0049083028466005,21159.39709129,42.59147855999737,1
0.989049671685774,0.0049329058170035,0.0049576321103087,21065.41640449,42.670954200002384,1
0.9989897861407576,0.0049824823446747,0.005007457141359,21108.980694490005,40.49212790999896,1
1.0090298004068496,0.0050325571247329,0.0050577829222966,21137.379769,40.47574080000174,1
1.0191707184938432,0.0050831351646969,0.005108614485741,21001.429609690003,39.707723799999485,1
1.0294135545019978,0.0051342215224134,0.0051599569148914,21076.767826560004,38.3851689599997,1
1.0397593327234502,0.0051858213065609,0.0052118153440332,20973.990976,38.68249039999889,1
1.050209087744644,0.0052379396771604,0.0052641949590526,20971.500077160006,36.21833154000045,1
1.0607638645497894,0.0052905818460928,0.0053171009979546,21132.61134436,38.17431956000024,1
1.0714247186253627,0.0053437530776185,0.0053705387513873,20994.850816,37.368678400000775,1
1.0821927160656553,0.0053974586889051,0.0054245135631709,21289.26119056,37.19205116000035,1
1.0930689336793846,0.0054517040505583,0.0054790308308312,21151.339225000003,35.80609700000029,1
1.104054459097376,0.0055064945871601,0.0055340960061402,21289.932374490003,36.91540710000047,1
1.1151503908813254,0.0055618357778091,0.0055897145956618,21460.69712809,35.86190256000253,1
1.126357838633658,0.0056177331566709,0.0056458921613009,21314.30643364,35.88537435999861,1
1.1376779231084886,0.0056741923135295,0.0057026343208614,21512.85159076,34.89341153999784,1
1.1491117763236982,0.0057312188943481,0.005759946748606,21402.548875210003,35.50606346999775,1
1.160660541674137,0.0057888186018324,0.0058178351758253,21300.41005156,34.92502137999969,1
1.1723253740459627,0.0058469971960006,0.0058763053914103,21290.632751609995,35.515248539996634,1
1.1841074399321343,0.0059057604947612,0.0059353632424319,21244.84068721,35.85600059999945,1
1.1960079175490588,0.0059651143744925,0.0059950146347236,21193.187009440004,35.65224811999889,1
1.2080279969544148,0.0060250647706323,0.0060552655334744,21230.96697225,35.261457000002906,1
1.2201688801661594,0.0060856176782702,0.006116121963825,21280.62428944,34.79209380000038,1
1.2324317812827317,0.0061467791527471,0.0061775900114684,21179.82498241,36.48509802999892,1
1.244817926604462,0.0062085553102617,0.0062396758232612,21018.35952441,35.40340782,1
1.2573285547562043,0.0062709523284811,0.0063023856078361,21227.96548324,36.42455000000003,1
1.2699649168111995,0.0063339764471592,0.0063657256362237,21071.94817924,35.9420616800021,1
1.2827282764161838,0.0063976339687603,0.0064297022424797,21134.791959610004,36.882423969999365,1
1.2956199099177534,0.0064619312590898,0.006494321824318,21151.45557316,37.18783177999965,1
1.3086411064900016,0.0065268747479301,0.0065595908437507,21175.37190976,37.22340208000007,1
1.3217931682634367,0.0065924709296842,0.0066255158277344,21343.252304890004,37.4291034599977,1
1.335077410455196,0.0066587263640249,0.0066921033688218,21541.961275240003,38.24873107999996,1
1.3484951615005691,0.0067256476765511,0.0067593601258231,21629.82021264,38.517842519997295,1
1.362047763185842,0.0067932415594498,0.0068272928244696,21711.374164840003,40.43223631999709,1
1.3757365707824774,0.0068615147721655,0.0068959082580879,21610.23481764,40.04394408000088,1
1.3895629531826414,0.0069304741420761,0.0069652132882789,21605.766121000004,39.89281460000073,1
1.403528293036097,0.0070001265651766,0.0070352148456029,21744.89398225,42.76383499999774,1
1.417633986888467,0.007070479006767,0.0071059199302743,21695.11001476,41.55124246000108,1
1.4318814453208917,0.00714153850215,0.0071773356128603,21727.113761440003,42.59894680000169,1
1.4462720930910864,0.0072133121573345,0.0072494690349886,21697.024860809997,44.08662063000034,1
1.4608073692758214,0.0072858071497463,0.0073223274100617,21522.063616000003,43.83515520000231,1
1.4754887274148274,0.0073590307289441,0.0073959180239777,21594.919694410004,45.99600730000114,1
1.4903176356561527,0.0074329902173475,0.0074702482358597,21468.31552849,45.43606907000111,1
1.5052955769029794,0.0075076930109669,0.0075453254787902,21409.16196969,47.04146205000035,1
1.5204240489619134,0.0075831465801436,0.0076211572605566,21287.18934169001,47.59300405999981,1
1.535704564692768,0.0076593584702979,0.0076977511643998,21248.65966864,49.96968175999656,1
1.55113865215985,0.0077363363026821,0.0077751148497744,21223.15771489,50.97402682999801,1
1.5667278547847676,0.0078140877751431,0.0078532560531134,21381.896850250003,50.90109655000261,1
1.5824737315007749,0.0078926206628937,0.0079321825886016,21114.76360464,52.1369409599989,1
1.5983778569086644,0.0079719428192879,0.0080119023489593,21109.96867329,52.42160615999919,1
1.6144418214342309,0.0080520621766071,0.0080924233062285,21107.905567359998,53.77020055999772,1
1.6306672314873134,0.008132986746854,0.0081737535125721,21116.97236224,53.15688543999992,1
1.6470557096224387,0.0082147246225532,0.0082559011010783,21021.75212544,54.82026527999889,1
1.6636088947010774,0.0082972839775603,0.0083388742865742,21095.529049000004,56.45595409999882,1
1.6803284420555311,0.0083806730678797,0.0084226813664483,20978.88631281,59.90619624000202,1
1.697216023654469,0.0084649002324896,0.0085073307214778,20992.18481424,57.8098331999975,1
1.714273328270124,0.0085499738941769,0.0085928308166687,20980.30577764,62.26920941999755,1
1.7315020616471717,0.0086359025603788,0.0086791902021021,21009.922704,63.32778119999856,1
1.7489039466733067,0.0087226948240328,0.0087664175137889,21214.76727841,64.61162644000237,1
1.7664807235515343,0.0088103593644388,0.0088545214745319,21363.41794129,66.92771717000161,1
1.7842341499741896,0.0088989049481231,0.0089435108948012,21351.22974436,67.97530311999984,1
1.8021660012987089,0.0089883404297179,0.0090333946736129,21402.92924676,70.7494226400001,1
1.820278070725168,0.0090786747528459,0.0091241817994203,21545.66008336,70.66201015999897,1
1.8385721694756028,0.0091699169510146,0.0092158813510108,21504.081463289996,72.00156569999874,1
1.857050126975134,0.0092620761485204,0.0093085024984163,21683.18095441,77.6313071200008,1
1.875713791034909,0.0093551615613591,0.0094020545038289,21604.73721025,79.2839787000034,1
1.8945650280368889,0.0094491824981504,0.0094965467225265,21398.48203684,82.28373749999906,1
1.913605723120481,0.0095441483610656,0.0095919886038107,21379.82049856,81.50213616000195,1
1.932837780371062,0.0096400686467703,0.0096883896919484,21407.99143609,85.93062331000188,1
1.952263123010384,0.0097369529473734,0.0097857596271289,21517.80941025,86.35610864999964,1
1.971883693588898,0.009834810951385,0.0098841081464271,21375.37569024,86.99090399999773,1
1.9917014541800129,0.0099336524446878,0.0099834450847768,21361.22556304,91.15674876000072,1
2.011718386576302,0.0100334873115128,0.0100837803759543,21430.17849025,90.90850050000154,1
2.0319364924876875,0.0101343255354304,0.0101851240535726,21352.28182564,95.50677711999656,1
2.0523577937416064,0.0102361772003463,0.0102874862520843,21122.66916496,96.66323964000026,1
2.072984332485204,0.0103390524915134,0.0103908772077936,20998.44439056,102.53718384000038,1
2.093818171389543,0.0104429616965453,0.010495307259883,21059.00173584,109.5489742800004,1
2.114861393855876,0.0105479152064491,0.0106007868514446,20831.55302596,106.70420401999976,1
2.136116104223984,0.0106539235166636,0.0107073265305253,20856.87644481,109.39746824999916,1
2.157584427982617,0.0107609972281079,0.0108149369511814,20884.41180736,106.86839879999656,1
2.179268511982041,0.0108691470482429,0.0109236288745457,20583.12441124,115.23365824000057,1
2.201170524648727,0.01097838379214,0.0110334131699003,20871.89873521,116.55928347999946,1
2.2232926562021924,0.011088718383565,0.0111443008157667,20463.874704000005,120.17798520000149,1
2.2456371188740283,0.011200161856069,0.0112563029010015,20675.93795569001,124.09189190000038,1
2.2682061471291224,0.0113127253540925,0.0113694306259062,20928.56982241,125.80251015999973,1
2.291001997889107,0.0114264201340783,0.0114836953033488,20687.414093439995,130.26791783999732,1
2.3140269507580555,0.0115412575655997,0.0115991083598907,20864.09802481,133.72634777999662,1
2.337283308250442,0.0116572491324955,0.011715681336935,21187.276922250003,139.0811467499997,1
2.360773396021396,0.0117744064340188,0.0118334258918766,21166.37987689,144.30825772999853,1
2.38449956309927,0.0118927411859974,0.0119523537992676,21311.094682240004,148.34812783999925,1
2.408464182120543,0.0120122652220056,0.0120724769519995,21205.563013690004,152.31987980000278,1
2.4326696495670888,0.0121329904945461,0.0121938073624869,21199.447360089995,154.64207862999746,1
2.4571183860058228,0.012254929076247,0.012316357163872,21443.61924496,157.6387845999971,1
2.4818128363307626,0.0123780931610677,0.0124401386112369,21118.512748410005,166.5391266000012,1
2.506755470007519,0.0125024950655197,0.0125651640828303,21113.92081969,168.7732674500014,1
2.531948781320247,0.0126281472298974,0.0126914460813027,21269.68478569,178.74309727999906,1
2.557395289621071,0.0127550622195213,0.0128189972349597,21465.67823689,183.00776447000044,1
2.5830975395820275,0.0128832527259965,0.0129478302990224,21495.48905956,188.9260272400001,1
2.60905810144953,0.0130127315684802,0.0130779581569049,21422.098496409995,193.94547878999936,1
2.6352795713014,0.0131435116949649,0.0132093938215018,21512.382241,198.4605300999994,1
2.661764571306474,0.0132756061835719,0.0133421504364887,21835.20450276,201.64339403999904,1
2.688515749986823,0.0134090282438603,0.0134762412776372,22071.97520896,206.34387295999977,1
2.715535782482608,0.0135437912181477,0.0136116797541445,21698.82194704,214.56475432000036,1
2.742827370819595,0.0136799085828425,0.0137484794099691,21804.834093160003,222.5010192800004,1
2.770393244179361,0.0138173939497971,0.0138866539251933,21701.414596,233.33064459999989,1
2.7982361591722147,0.0139562610676597,0.0140262171173808,21881.45060644,240.25783595999883,1
0.629300004964739,0.0031386468688067,0.003154379401707,20904.38847225,114.00408974999964,2
0.6356245751607025,0.0031701907942564,0.0031860814417409,21085.13093184,102.63244895999703,2
0.6420127083438709,0.0032020517414275,0.0032181020925742,20985.14390625,95.0877450000002,2
0.648465043332886,0.0032342328964408,0.0032504445562985,21002.41506841,87.61990165999751,2
0.6549822253666239,0.0032667374774393,0.0032831120671871,21019.519357210003,80.9864424599989,2
0.6615649061687187,0.0032995687349076,0.0033161078920184,20898.98139904,74.3063072000021,2
0.6682137440127363,0.0033327299519991,0.0033494353304023,21232.36579689,68.38325169000085,2
0.6749294037880017,0.0033662244448631,0.0033830977151105,21034.54208241,64.5106339199993,2
0.6817125570660891,0.0034000555629768,0.0034170984124093,20895.77218369,60.72700937000096,2
0.6885638821679787,0.0034342266894802,0.0034514408223972,20955.37074409,58.121019549999865,2
0.6954840642318904,0.0034687412415144,0.0034861283793433,21042.83878225,57.67645240000373,2
0.7024737952817971,0.0035036026705633,0.0035211645520326,21049.97641321,57.64270753000248,2
0.7095337742966289,0.0035388144627991,0.0035565528441113,20945.817692890003,54.66327458999723,2
0.7166647072801704,0.0035743801394301,0.0035922967944383,21022.15809604001,55.05277894000154,2
0.7238673073316625,0.0036103032570536,0.0036283999774384,20820.15240561,53.38800300000133,2
0.7311422947171126,0.0036465874080116,0.0036648660034598,20928.68555625,55.740387750000735,2
0.7384903969413216,0.0036832362207491,0.0037016985191357,20949.667600000004,57.47625399999762,2
0.7459123488206354,0.0037202533601781,0.0037389012077483,21103.80871225,60.18598245000092,2
0.7534088925564271,0.0037576425280433,0.0037764777895973,20813.65977636,59.03503847999977,2
0.7609807778093172,0.0037954074632927,0.0038144320223725,21099.886564,61.9815886000003,2
0.768628761774141,0.0038335519424512,0.0038527677015285,21483.82021696,63.36376728000356,2
0.7763536092556683,0.0038720797799988,0.0038914886606653,20969.559595690003,63.16555494000369,2
0.7841560927450847,0.003910994828751,0.0039305987719112,20939.50808401,68.25730132999878,2
0.7920369924972412,0.0039503009802452,0.0039701019463096,21042.05545744,72.28280004000102,2
0.7999970966086805,0.0039900021651295,0.0040100021342113,21060.04659264,76.68183072000177,2
0.808037201096447,0.0040301023535552,0.004050303325668,20970.31260769,78.64701702999866,2
0.8161581099776899,0.0040706055555748,0.0040910095508325,21107.09197584,81.86685780000323,2
0.8243606353500644,0.004111515821542,0.0041321248803612,21014.44532496,88.61624868000132,2
0.8326455974729435,0.0041528372425178,0.0041736534258216,21200.233609000003,94.65651029999808,2
0.8410138248494435,0.0041945739506783,0.0042155993401025,21238.515343359995,100.5130156800022,2
0.8494661543092757,0.0042367301197296,0.0042579668178304,20983.46353489,105.77436233999802,2
0.8580034310924297,0.0042793099653235,0.0043007600957883,20308.872084640003,112.38275512000008,2
0.8666265089336981,0.0043223177454799,0.00434398345334,20621.333361689994,121.11333641999914,2
0.8753362501480509,0.0043657577610127,0.004387641212857,20726.55467584,129.55608328000127,2
0.8841335257168681,0.00440963435596,0.0044317377401515,20780.05857841,134.19193461000177,2
0.8930192153750371,0.0044539519180174,0.0044762774449134,21211.41739396,146.32591458000363,2
