# WASP-39b Native Resolution Transmission Spectrum
# Created by: Catriona Murray
# Stellar spectra by: Adina Feinstein
# Created on: 2022-09-07 19:57:54.123530
wave,wave_error,dppm,dppm_err,order,quality
1.0798901605024236,0.006062449870500419,21147.148950789233,30.311201385573852,1.0,0
1.0920279849126033,0.006075237160472646,21137.774667974616,30.392350434952537,1.0,0
1.1041910498975334,0.006087695065877696,21265.30671815,29.67956457210125,1.0,0
1.1163786889365368,0.006099812708592722,21404.557642027696,30.01383408067288,1.0,0
1.1290605379786753,0.0065822211838477696,21369.08585280429,28.519327226489686,1.0,0
1.1422383779508547,0.006595494245753786,21315.86617189857,28.2131719511197,1.0,0
1.1554423731883545,0.006608366267110699,21328.152132846426,28.323781064278315,1.0,0
1.1686717323827989,0.006620859433938531,21291.23688916643,28.492544891643377,1.0,0
1.1819256782381042,0.006632961004735982,21264.466500845003,28.72564534985396,1.0,0
1.1952034470449135,0.006644691709184802,21175.577173073572,28.89614883625391,1.0,0
1.2085042921898463,0.006656034638550912,21192.886695356425,28.943627499746068,1.0,0
1.2218274718231676,0.006667023311308307,21227.845294875708,28.72294833957755,1.0,0
1.2351722573493245,0.006677654549951395,21143.523748432144,29.590414696919172,1.0,0
1.2486062326975282,0.007166010275215573,21063.61489369143,29.321567296619843,1.0,0
1.2633593625197708,0.007177375456816959,21002.7612365,30.191135798205227,1.0,0
1.27772510631052,0.007188320355866806,21020.151937125334,29.806464344985645,1.0,0
1.2921862095044199,0.007198845342323401,21063.076941624615,32.46727154849614,1.0,0
1.3065203202248674,0.007208976145046564,21143.481107398,30.552010678392254,1.0,0
1.3209481023202245,0.007218698058352735,21243.37971467,31.354796838122734,1.0,0
1.33539495459628,0.007228043787997018,21512.572164892004,32.04211102933177,1.0,0
1.349860100296653,0.007237001330224757,21620.631630202006,32.579394798928355,1.0,0
1.3648259431844867,0.00772892789450863,21619.48560783,32.27914403402827,1.0,0
1.38029323508094,0.007738257969637341,21650.1647920775,32.8582166578017,1.0,0
1.3957787558982855,0.007747154774794041,21606.34659027875,33.45440722030654,1.0,0
1.4112816408989,0.007755630054632645,21631.384036254374,34.56337157545682,1.0,0
1.4268010696367417,0.007763696683817711,21724.456091161876,35.31059315325282,1.0,0
1.442336217795258,0.007771358182776633,21658.51443837063,36.22677910047267,1.0,0
1.457886305202455,0.007778634631389059,21475.229194330626,36.918557740567664,1.0,0
1.4739372269868125,0.008272343243376334,21565.740280847058,36.94189040373986,1.0,0
1.4904893484142903,0.00827968125709666,21407.988776285292,37.85345989851487,1.0,0
1.507055713367745,0.00828658811373495,21370.198377464705,38.83757102488382,1.0,0
1.5236354731763344,0.008293080847435963,21269.288296768234,39.603579646791836,1.0,0
1.5402278092551438,0.008299164798592495,21181.328162364116,42.0767978890133,1.0,0
1.5568319212994157,0.008304865603987688,21181.710157238824,43.26950813051593,1.0,0
1.573935938746697,0.008799174268646515,21191.71519706167,42.112564065903705,1.0,0
1.5915399050914911,0.008804703154288274,21097.733777084446,43.809265395970066,1.0,0
