wave,wave_error,dppm,dppm_err,order,quality
2.77042414648961,0.130409325059438,22102.0284974741,287.07235484437,1,0
2.65186892511374,0.106701117692303,21997.0230225529,249.043517725199,1,0
2.55338351694481,0.0902696986455585,21703.9780714633,232.798599730461,1,0
2.46875390139708,0.0789895324499139,21670.9233407629,205.899883909739,1,0
2.39485816845056,0.0688019334431154,21576.8654325332,208.55172728655,1,0
2.32962144170812,0.0616715200417639,21315.2364026343,190.205165664042,1,0
2.27099506829231,0.0555812267898639,21196.3062190117,196.748351597475,1,0
2.21844039326897,0.0495281232568083,20915.2665861902,211.229328362345,1,0
2.1704402668258,0.046472129629529,21091.2446477705,197.364495948506,1,0
2.12598126912432,0.0424458657734466,21076.4050958363,181.689910505696,1,0
2.08504671247016,0.0394232475348733,21279.7918474977,163.830543711745,1,0
2.04761978997115,0.0354305974631299,21517.3389120586,153.666564074037,1,0
2.01319534127969,0.0334182999198067,21742.4678977541,143.194031319416,1,1
1.98077925660359,0.0314138694323924,21327.0572819477,180.693712526574,1,0
1.94987430225005,0.0303960392746836,21812.9543666442,141.109683775276,1,0
1.92047469712496,0.0284031709754997,21711.5495136391,131.170656964875,1,0
1.89306486115581,0.0264165009627892,21550.3866488543,127.094631155498,1,0
1.86715018300178,0.0254128553452806,21979.6720063346,142.888542612529,1,0
1.84223777969036,0.0244119512775585,21794.6920055682,120.491867047627,1,0
1.81832485007286,0.0234139079574394,21561.4688730638,113.10729923708,1,0
1.79589581407678,0.0214441640347156,21568.0004509049,112.424956344134,1,0
1.77494727456435,0.0204529149901549,21438.5634543444,142.985719712165,1,0
1.75498885171721,0.0194639307041131,21533.1530622505,108.632061858864,1,0
1.73601834037577,0.018477091978774,21403.1063104124,105.656955579269,1,0
1.71803359497931,0.0174923988141373,21181.2350350859,114.58308331414,1,0
1.70054709645711,0.0174805982302735,21184.6118988295,102.998575726712,1,0
1.68355753363317,0.0164985274176066,21237.7473985438,106.277692554733,1,0
1.66706431051841,0.0164879188119109,21089.7844382162,101.001371586663,1,0
1.65106617553575,0.0155083511533971,21213.868069822,100.187824510171,1,0
1.63604665462908,0.0145306906599518,21333.4785493211,99.211524412127,1,0
1.62152013589272,0.0145223468127755,21420.5945107689,93.004042847851,1,0
1.60700190140462,0.0145141221634157,21283.2200639765,97.609647273208,1,0
1.59297523871303,0.0135392032197574,21252.6052256622,100.584928642781,1,0
1.57943967102669,0.0135319321529321,21439.2944566603,107.291453996643,1,0
1.56639418516414,0.0125590395721593,21555.1526945127,95.692060326773,1,0
1.55383824473522,0.0125528412856855,21460.3917821602,98.519880761184,1,0
1.54128850259277,0.0125466429992114,21424.5765578431,98.1861901364322,1,0
1.52922717350469,0.0115760151769579,21515.3501233073,92.239801419229,1,0
1.51765372108079,0.0115708896708353,21518.3956670601,97.7080604454903,1,0
1.50608551336083,0.0115655257690792,21640.23415217,99.1428180541579,1,0
1.49452255034482,0.0115604002629564,21478.3288047652,87.2192547358663,1,0
1.48296477243383,0.011555155559017,21821.3162179924,88.9987191642021,1,0
1.47189344081323,0.0105875076821835,21737.4221758451,88.7597454482785,1,0
1.46130807869175,0.0105832165607784,21774.2628373723,90.8626027222801,1,0
