wavelength xh2o xco xco2 xch4 xnh3 xh2s xph3 xhcn xc2h2 xoh xna xk xso2
1.976724745488560142e+00 -2.398196411760046942e+01 -4.433101459540130662e+01 -2.427677502300220880e+01 -2.629276767401766435e+01 -2.383087819028091658e+01 -2.384089299473405887e+01 -2.606080321334285088e+01 -2.665467495528950082e+01 -2.593542664082033866e+01 -3.180949001397224762e+01 -2.990726196515736746e+01 -2.984394544726272613e+01 -2.748276641253809061e+01
1.976066056802959103e+00 -2.292238575782802457e+01 -4.462304989833314295e+01 -2.425620460802408829e+01 -2.608206275577130739e+01 -2.317210054492001703e+01 -2.419918364221882712e+01 -2.618600059173457240e+01 -2.623326176673461063e+01 -2.584146497441384938e+01 -3.271758158944483341e+01 -2.990720737309178290e+01 -2.984387535260865221e+01 -2.743486401448890533e+01
1.975407587607089566e+00 -2.335079345360629688e+01 -4.480260730808330294e+01 -2.422292141882671146e+01 -2.648069283250691797e+01 -2.299794280957085135e+01 -2.457248897078660121e+01 -2.607853047792085732e+01 -2.594127899533675219e+01 -2.584002165931450890e+01 -3.159335739716393832e+01 -2.990715333642510387e+01 -2.984380596973530686e+01 -2.745497135996913229e+01
1.974749337827813589e+00 -2.340588193568467190e+01 -4.428287004840430541e+01 -2.419007665109780802e+01 -2.638660343032769973e+01 -2.341880772957074797e+01 -2.443982396585856165e+01 -2.596382300099891793e+01 -2.626574125896379641e+01 -2.580791608094384770e+01 -3.766575330845751068e+01 -2.990709938423432845e+01 -2.984373669408052265e+01 -2.740829293978674741e+01
1.974091307392016326e+00 -2.283025734824217778e+01 -4.413100888153638834e+01 -2.415424793697627592e+01 -2.629651702582964035e+01 -2.304297821928330592e+01 -2.466068402851189845e+01 -2.598424975617630750e+01 -2.599466976633442528e+01 -2.593796409127881475e+01 -3.173314624876078227e+01 -2.990704542156997547e+01 -2.984366740371344662e+01 -2.742508259944287019e+01
1.973433496226606909e+00 -2.339631684567335412e+01 -4.412771983063245784e+01 -2.473841131757536260e+01 -2.621099134659269581e+01 -2.303669101807761166e+01 -2.409952073239787751e+01 -2.592901870630698014e+01 -2.632289363983753105e+01 -2.578899436919838095e+01 -3.336269133067201409e+01 -2.990698866989245985e+01 -2.984359453111978056e+01 -2.735014033091180252e+01
1.972775904258520674e+00 -2.408167267492991925e+01 -4.470993019234256849e+01 -2.409415971201668683e+01 -2.622013023879865301e+01 -2.327264089842437400e+01 -2.404094097806012442e+01 -2.593377768448721810e+01 -2.596150645491788822e+01 -2.591201997146733049e+01 -3.454140302092537240e+01 -2.990693441981687783e+01 -2.984352486925585168e+01 -2.734358182081654576e+01
1.972118531414715603e+00 -2.287304955725734246e+01 -4.420983847847701753e+01 -2.408677517903109333e+01 -2.650362059156863026e+01 -2.313799346593653183e+01 -2.390006294403543663e+01 -2.614592208010291685e+01 -2.644220459938129864e+01 -2.584260859646360231e+01 -3.893785898486806474e+01 -2.990688018200104636e+01 -2.984345522168403875e+01 -2.732920177670302664e+01
1.971461377622175215e+00 -2.363195811632749965e+01 -4.440641028442549754e+01 -2.404535031143338131e+01 -2.649615916612106759e+01 -2.295397134207714984e+01 -2.448210911581741200e+01 -2.598514728740489232e+01 -2.589690329648969325e+01 -2.584741023339889310e+01 -3.352139496181254685e+01 -2.990682616947259476e+01 -2.984338586214678557e+01 -2.737695710524915427e+01
1.970804442807905454e+00 -2.259643205092618956e+01 -4.386785870801583087e+01 -2.406547306783067697e+01 -2.607684021723474999e+01 -2.304167447478683428e+01 -2.455592436289919078e+01 -2.597500543318538746e+01 -2.635885208329031926e+01 -2.584381773010132832e+01 -3.779601550729864812e+01 -2.990677215416679502e+01 -2.984331649777711348e+01 -2.729886443157685960e+01
1.970147726898939133e+00 -2.437904092357495500e+01 -4.425967820213174519e+01 -2.400471028485857516e+01 -2.619539005124075715e+01 -2.266838066701392762e+01 -2.436131532973074698e+01 -2.599555991944048117e+01 -2.599117447397372516e+01 -2.579657178416155361e+01 -3.372114652699706028e+01 -2.990671531208650435e+01 -2.984324350235951684e+01 -2.732726451804045098e+01
1.969491229822331491e+00 -2.399761988486941888e+01 -4.388864375985428268e+01 -2.399662271635950361e+01 -2.599863526264512359e+01 -2.298188908951154019e+01 -2.480437122495306568e+01 -2.614845370698321858e+01 -2.643097424723931965e+01 -2.576253177166844210e+01 -3.691289541543689978e+01 -2.990666093977871398e+01 -2.984317367708810664e+01 -2.730077266456985896e+01
1.968834951505163078e+00 -2.344264416632067594e+01 -4.469686349690456950e+01 -2.398643664495961758e+01 -2.611462097572925600e+01 -2.365284636162627763e+01 -2.413084706944458446e+01 -2.611040590040757436e+01 -2.596945885151202305e+01 -2.583255817709761359e+01 -3.737078541458215142e+01 -2.990660674775750749e+01 -2.984310408187263519e+01 -2.724883203137166987e+01
1.968178891874538206e+00 -2.278560917101635042e+01 -4.609214216518682150e+01 -2.405957302853822455e+01 -2.625690455615729491e+01 -2.348510353551322183e+01 -2.388848917569792007e+01 -2.579171407285634032e+01 -2.648934965532599861e+01 -2.591801904668465895e+01 -3.494320839734599815e+01 -2.990655269022095553e+01 -2.984303465811843381e+01 -2.723166162779024901e+01
1.967523050857585165e+00 -2.343128095138612466e+01 -4.382772757165631816e+01 -2.398588353216204538e+01 -2.611385416583031827e+01 -2.341229641048917287e+01 -2.446739889389295541e+01 -2.591803687273852574e+01 -2.603315559988223526e+01 -2.576430071907588726e+01 -3.168790666561185887e+01 -2.990649627303370650e+01 -2.984296220290941903e+01 -2.722460917955170601e+01
1.966867428381458005e+00 -2.427279839312792831e+01 -4.389107995562862641e+01 -2.398822662454282906e+01 -2.640445481256767479e+01 -2.288729361892468717e+01 -2.432973835618773961e+01 -2.581266706799059563e+01 -2.635989623066143039e+01 -2.581611737719337540e+01 -3.554914121781122560e+01 -2.990644190153100368e+01 -2.984289237351900326e+01 -2.723514305832971161e+01
1.966212024373333422e+00 -2.315246779819990053e+01 -4.413662524941220511e+01 -2.401950324994219699e+01 -2.585572848976019955e+01 -2.283582056460738130e+01 -2.467013897034170355e+01 -2.599375487692172015e+01 -2.600745264414089419e+01 -2.582002418322939619e+01 -3.452646640993616245e+01 -2.990638722551122441e+01 -2.984282215157541884e+01 -2.718112622909806220e+01
1.965556838760412983e+00 -2.371477630673456360e+01 -4.371062953499230730e+01 -2.401827611691319575e+01 -2.633799611543490471e+01 -2.360303475908900239e+01 -2.437693685481941230e+01 -2.586239664284727979e+01 -2.622641789573890847e+01 -2.581915000044207886e+01 -3.453699609399197357e+01 -2.990633305632128724e+01 -2.984275257924806368e+01 -2.719023981988740957e+01
1.964901871469923123e+00 -2.308978001769839494e+01 -4.442148697547522573e+01 -2.402778903900363972e+01 -2.599450885131958700e+01 -2.358928348266988451e+01 -2.416351306862952342e+01 -2.595830923263365264e+01 -2.605861956159368376e+01 -2.572583266120157575e+01 -3.169487624527572933e+01 -2.990627894595485259e+01 -2.984268308120905289e+01 -2.719652203887957853e+01
1.964247122429113368e+00 -2.430947280785695241e+01 -4.382294339859925003e+01 -2.410444022374152340e+01 -2.645556672373215434e+01 -2.336415744666207317e+01 -2.400836616780343746e+01 -2.589497951244212715e+01 -2.626300886061488171e+01 -2.580766987553007752e+01 -3.173496668640292739e+01 -2.990622188885314969e+01 -2.984260979744793474e+01 -2.713017890529459564e+01
1.963592591565258116e+00 -2.270208502730853439e+01 -4.376121180251762866e+01 -2.415371879070458405e+01 -2.649187856363026583e+01 -2.340163656423246508e+01 -2.422459213011959633e+01 -2.603950605140573415e+01 -2.605711441981505061e+01 -2.582093417338855446e+01 -3.168323669486880689e+01 -2.990616750721935091e+01 -2.984253994851880520e+01 -2.713538678667817905e+01
1.962938278805656189e+00 -2.340746429628667968e+01 -4.385590480728851048e+01 -2.409714835969266034e+01 -2.616527130500653442e+01 -2.253911538550680405e+01 -2.452349982125640793e+01 -2.608128698084491148e+01 -2.620667916398544151e+01 -2.587429540158353447e+01 -3.162173252891995645e+01 -2.990611325219854422e+01 -2.984247026076251785e+01 -2.717074383446664854e+01
1.962284184077630167e+00 -2.249097339562018760e+01 -4.438015401409005989e+01 -2.414062318546152852e+01 -2.603365149450452165e+01 -2.296599833658205014e+01 -2.420213611884771154e+01 -2.577428101749308809e+01 -2.601799277212845496e+01 -2.568451974915116409e+01 -3.204916224237090461e+01 -2.990605909945016805e+01 -2.984240070311248516e+01 -2.715639376239925795e+01
1.961630307308527055e+00 -2.378495047356595649e+01 -4.355734006704895478e+01 -2.413794193611360583e+01 -2.606505690656015872e+01 -2.355080906869606849e+01 -2.479960299294286585e+01 -2.595921096295054653e+01 -2.621986333770069066e+01 -2.585733746087946017e+01 -3.210143246468054912e+01 -2.990600202700572297e+01 -2.984232739418536084e+01 -2.717113843562579234e+01
1.960976648425718505e+00 -2.302142900727666941e+01 -4.351387609997169648e+01 -2.416079917825633316e+01 -2.605907496918525368e+01 -2.355777473472539185e+01 -2.429091824137220001e+01 -2.575296918328908191e+01 -2.613881861079238789e+01 -2.580919457873499212e+01 -3.209790489314654849e+01 -2.990594757962040617e+01 -2.984225745560026866e+01 -2.709842699298160085e+01
1.960323207356599040e+00 -2.374969864151501753e+01 -4.657966582435428649e+01 -2.415787779014294401e+01 -2.615122756822893635e+01 -2.333699931732691013e+01 -2.424849685195997040e+01 -2.587517766019399446e+01 -2.614024092903268226e+01 -2.562465561656364343e+01 -3.837339999519537059e+01 -2.990589327758251059e+01 -2.984218770225651696e+01 -2.716797157028258525e+01
1.959669984028589385e+00 -2.315258436277284204e+01 -4.359869095771379932e+01 -2.411870301060394439e+01 -2.635696086794137116e+01 -2.276434464393342694e+01 -2.400043087789095253e+01 -2.606577762366641338e+01 -2.617678359366464491e+01 -2.562196734462722958e+01 -3.588399849854345547e+01 -2.990583696163442085e+01 -2.984211536089213368e+01 -2.717395071327646860e+01
1.959016978369133133e+00 -2.379364579541926616e+01 -4.480530554437417123e+01 -2.408252555247684157e+01 -2.601472019297275295e+01 -2.291070338262780837e+01 -2.426660354882931969e+01 -2.573793192421468135e+01 -2.619737619170798837e+01 -2.574174637197723214e+01 -3.588303607169099507e+01 -2.990578235852483502e+01 -2.984204521841504132e+01 -2.711305886611320659e+01
1.958364190305697861e+00 -2.261749124487164408e+01 -4.353546946341533186e+01 -2.413013900271374013e+01 -2.619390520809551148e+01 -2.271940085694745548e+01 -2.465244300567439950e+01 -2.597618320531679714e+01 -2.610892851013220195e+01 -2.578745292176573756e+01 -3.900318123830319905e+01 -2.990572744236130376e+01 -2.984197467229681777e+01 -2.710891778785796546e+01
1.957711619765775790e+00 -2.417446935442771050e+01 -4.329891845687980378e+01 -2.402853218442614036e+01 -2.637820819801648398e+01 -2.368907278782910808e+01 -2.424734496315601007e+01 -2.590032296376656262e+01 -2.608266148738264789e+01 -2.576838574033563134e+01 -3.672997249442961021e+01 -2.990567313220258683e+01 -2.984190490332415635e+01 -2.715557693060572220e+01
1.957059266676883125e+00 -2.400615226680713477e+01 -4.335697617630514600e+01 -2.400126606271309271e+01 -2.621404996974064616e+01 -2.331150624477473343e+01 -2.427491081266117234e+01 -2.590435043401751614e+01 -2.618152160329162825e+01 -2.543343111437896198e+01 -3.587714482558700979e+01 -2.990561645747055763e+01 -2.984183209568361406e+01 -2.710062936440034065e+01
1.956407130966560937e+00 -2.267891263426401594e+01 -4.349635086241279680e+01 -2.382570570885574668e+01 -2.614517972499379184e+01 -2.292609876257297685e+01 -2.459839299877893737e+01 -2.576415588335242290e+01 -2.615736520055512315e+01 -2.542115040507464485e+01 -3.367159702960549339e+01 -2.990556169887424076e+01 -2.984176174820732186e+01 -2.710755071452202003e+01
1.955755212562373391e+00 -2.257843010604077705e+01 -4.430967331614494498e+01 -2.397769285987693166e+01 -2.629539881951205516e+01 -2.265397952141950810e+01 -2.422414686864381395e+01 -2.567909269021443563e+01 -2.605989756391185352e+01 -2.569590073987628642e+01 -3.366916173167541615e+01 -2.990550709508825733e+01 -2.984169159808427452e+01 -2.707657733253703114e+01
1.955103511391909521e+00 -2.296320669605901443e+01 -4.377710672780354884e+01 -2.394714374853407435e+01 -2.637938550495418610e+01 -2.271641338301030544e+01 -2.435328333401122336e+01 -2.598444281305920356e+01 -2.606051538462548578e+01 -2.569974961042836625e+01 -3.565401153704633685e+01 -2.990545281578769377e+01 -2.984162186355876045e+01 -2.708397347813869871e+01
1.954452027382781676e+00 -2.263201571767222475e+01 -4.350709505544777045e+01 -2.393953364090310032e+01 -2.619406653712443500e+01 -2.316471043227078752e+01 -2.410800984711106665e+01 -2.590212915163739638e+01 -2.609487382199063887e+01 -2.566436967258481516e+01 -3.258837336388035055e+01 -2.990539558531195041e+01 -2.984154833654350725e+01 -2.703743305829756594e+01
1.953800760462627073e+00 -2.438714899656344670e+01 -4.320983462047749413e+01 -2.379388658587634353e+01 -2.587199239981626420e+01 -2.352190650808023875e+01 -2.468563702680000915e+01 -2.586843040246251135e+01 -2.610420238765901146e+01 -2.569191350409023400e+01 -3.258449614844640507e+01 -2.990534104920190472e+01 -2.984147826958512795e+01 -2.700288329184126113e+01
1.953149710559107355e+00 -2.234003208673397722e+01 -4.386987233272947151e+01 -2.402247322362067905e+01 -2.612546179002409374e+01 -2.268851187672036573e+01 -2.406614949492394118e+01 -2.572014645544222233e+01 -2.600327385404301594e+01 -2.568555124943016565e+01 -3.588040681004603272e+01 -2.990528664040127538e+01 -2.984140836473298464e+01 -2.701743114264989032e+01
1.952498877599907257e+00 -2.401349305564568581e+01 -4.306838661040067961e+01 -2.383347627426901738e+01 -2.599116905035172920e+01 -2.269007445065410877e+01 -2.408182870283764032e+01 -2.585866263966512690e+01 -2.589670398464613754e+01 -2.542309719038413363e+01 -3.265263538630978246e+01 -2.990522976101664909e+01 -2.984133528462388441e+01 -2.698698448416122275e+01
1.951848261512736382e+00 -2.364034260284710953e+01 -4.364043706787242627e+01 -2.406625698292113569e+01 -2.614389604481677765e+01 -2.281549311738109864e+01 -2.441064341136841165e+01 -2.585421087467551615e+01 -2.622573450004739470e+01 -2.553904293224841027e+01 -3.263306889327625981e+01 -2.990517488457784978e+01 -2.984126477651050635e+01 -2.702626974116817493e+01
1.951197862225327651e+00 -2.383228799695801570e+01 -4.340679274995152781e+01 -2.390027605981095959e+01 -2.608259870375562173e+01 -2.297935884160859743e+01 -2.467092967096472833e+01 -2.588293510624451343e+01 -2.595141631148056405e+01 -2.569581235553042475e+01 -3.593018306283446606e+01 -2.990512036821376185e+01 -2.984119472949882379e+01 -2.690071981530389067e+01
1.950547679665439293e+00 -2.326184498590653149e+01 -4.403550623623266347e+01 -2.406810195950784959e+01 -2.596487771740205375e+01 -2.291509178642380817e+01 -2.392930011296448711e+01 -2.574564311251956283e+01 -2.593897966976645719e+01 -2.563549544805465530e+01 -3.646564912596121388e+01 -2.990506372907323041e+01 -2.984112195392787470e+01 -2.690323188126453502e+01
1.949897713760851969e+00 -2.311335632355706338e+01 -4.299579821943167701e+01 -2.392430878120607218e+01 -2.602569031071921302e+01 -2.327332050322329948e+01 -2.415955472862394515e+01 -2.574802219014445015e+01 -2.615448225113561520e+01 -2.554044490476704254e+01 -3.075520148453069424e+01 -2.990500876631360327e+01 -2.984105133094980289e+01 -2.693631459140688378e+01
1.949247964439372316e+00 -2.299681907015428806e+01 -4.320554408882554043e+01 -2.408854485531096756e+01 -2.575942410193504983e+01 -2.277806058406543599e+01 -2.393615996038878890e+01 -2.590550728915680168e+01 -2.590848805981284642e+01 -2.568065857987576450e+01 -3.724828415367944956e+01 -2.990495401037678391e+01 -2.984098097216256562e+01 -2.694890906798420005e+01
1.948598431628829175e+00 -2.308876790697762615e+01 -4.311902513223087396e+01 -2.396189655173855471e+01 -2.606238618580337629e+01 -2.293767804626757467e+01 -2.406756017081079690e+01 -2.588054154481215718e+01 -2.593358003506873644e+01 -2.579633827945689362e+01 -3.122597037545931542e+01 -2.990489748918884771e+01 -2.984090834402991632e+01 -2.685213869350154781e+01
1.947949115257076480e+00 -2.255379850903809213e+01 -4.306110945007054625e+01 -2.398855307269418091e+01 -2.608450840089029654e+01 -2.273797935142515314e+01 -2.423361676249099261e+01 -2.565264283350712660e+01 -2.613933637288341316e+01 -2.559772683036350216e+01 -3.125694512019187954e+01 -2.990484248853558569e+01 -2.984083766838528362e+01 -2.684936293362598647e+01
1.947300015251992589e+00 -2.277283052866241420e+01 -4.338723191924643174e+01 -2.406542932495246845e+01 -2.580439570935104143e+01 -2.274046618920087326e+01 -2.387485812884178316e+01 -2.582853087721276708e+01 -2.588349850786130091e+01 -2.569994657237758062e+01 -3.121002652235820207e+01 -2.990478756828398588e+01 -2.984076709449268350e+01 -2.692065395682051232e+01
1.946651131541478508e+00 -2.436721345753513290e+01 -4.352042463524316673e+01 -2.403777402123230189e+01 -2.590692102744271352e+01 -2.329067176685614982e+01 -2.392476088814994739e+01 -2.572860420691305094e+01 -2.589182638899418976e+01 -2.561249513984318327e+01 -3.124567656335301891e+01 -2.990473312429980624e+01 -2.984069713131374257e+01 -2.683740498471725289e+01
1.946002464053460557e+00 -2.295298914023681291e+01 -4.300715437460252133e+01 -2.403649781928110940e+01 -2.608672685629443677e+01 -2.281899583092145534e+01 -2.415597289331970288e+01 -2.578925036411727945e+01 -2.583920110470619136e+01 -2.575200727688497437e+01 -3.441667945908540815e+01 -2.990467541633086057e+01 -2.984062297277312936e+01 -2.697163847480877763e+01
1.945354012715888370e+00 -2.339400638729088300e+01 -4.286413115340541680e+01 -2.403397488208847221e+01 -2.632575352208620245e+01 -2.269902756723492843e+01 -2.434423425373945804e+01 -2.566349788707842094e+01 -2.633401560180310597e+01 -2.556949439915805300e+01 -3.815253651305548743e+01 -2.990462100695131298e+01 -2.984055305150238979e+01 -2.694649104285105778e+01
1.944705777456736007e+00 -2.231725736196162302e+01 -4.285115383836942016e+01 -2.415635213979636831e+01 -2.613759902826806325e+01 -2.322853689138281297e+01 -2.371104570045831750e+01 -2.583893901209311394e+01 -2.585841443892212155e+01 -2.578363162256030705e+01 -3.793197122060617232e+01 -2.990456438442747356e+01 -2.984048028492874494e+01 -2.690108674463876781e+01
1.944057758204001285e+00 -2.353581995616559297e+01 -4.342243939691240229e+01 -2.407809901206597303e+01 -2.574228770760601392e+01 -2.287842290670464962e+01 -2.435199054633051219e+01 -2.581821535948053992e+01 -2.586191656682179385e+01 -2.555586461982903401e+01 -3.823334554492381443e+01 -2.990450924141759259e+01 -2.984040941835187510e+01 -2.695245005152596462e+01
1.943409954885706004e+00 -2.321739326169982931e+01 -4.295590264761921873e+01 -2.409980139115570097e+01 -2.595086233455484859e+01 -2.305582536254421555e+01 -2.429291160766524627e+01 -2.580935124371013956e+01 -2.590393443981542632e+01 -2.540454726898421711e+01 -3.415423753207975466e+01 -2.990445432622758659e+01 -2.984033884296731642e+01 -2.701568996533534417e+01
1.942762367429895720e+00 -2.346652472540780110e+01 -4.316160438104989794e+01 -2.412378168462407402e+01 -2.587740304426281668e+01 -2.253705684472194548e+01 -2.463672573791502174e+01 -2.576488656568102087e+01 -2.585745683623775548e+01 -2.558803140890819705e+01 -3.414460756163244071e+01 -2.990439751896352405e+01 -2.984026583487241169e+01 -2.699930833267343289e+01
1.942114995764640861e+00 -2.317661380253095516e+01 -4.270267931223490621e+01 -2.416578732221696768e+01 -2.605419937547371845e+01 -2.296354554821815697e+01 -2.411896748418834946e+01 -2.576764702449703393e+01 -2.628385982430742018e+01 -2.567257638728852953e+01 -3.667040798104822130e+01 -2.990434227511998344e+01 -2.984019483468419764e+01 -2.702468457853077766e+01
1.941467839818034946e+00 -2.257053527207006383e+01 -4.297829013583518787e+01 -2.418391655936542506e+01 -2.630783014212782334e+01 -2.305886292280324668e+01 -2.405574951236970094e+01 -2.575938964097290551e+01 -2.589616445876202988e+01 -2.562388882617288388e+01 -3.064901930761437399e+01 -2.990428755121524063e+01 -2.984012450112475534e+01 -2.701253553321900824e+01
1.940820899518195253e+00 -2.279346495215375157e+01 -4.261866204391715485e+01 -2.419020881737840156e+01 -2.597438357638756656e+01 -2.305643077834541188e+01 -2.432818454118904228e+01 -2.574816988588067801e+01 -2.587571964072040487e+01 -2.561473379149920149e+01 -3.115653185304830686e+01 -2.990423044438483657e+01 -2.984005110390809890e+01 -2.699393690662673961e+01
1.940174174793263928e+00 -2.292507117668746730e+01 -4.349875177299749396e+01 -2.426653010486634798e+01 -2.598317358992018455e+01 -2.271666229934789172e+01 -2.426160389799637329e+01 -2.558127097169608888e+01 -2.591820357298594502e+01 -2.543557903280554555e+01 -3.111088413430629984e+01 -2.990417539490300314e+01 -2.983998034945841127e+01 -2.701986720309724177e+01
1.939527665571406878e+00 -2.233532725582938738e+01 -4.481892332952637759e+01 -2.431908000011355497e+01 -2.592169051765472432e+01 -2.279724314408155905e+01 -2.445922209155901683e+01 -2.590536262118067157e+01 -2.587787036509695326e+01 -2.577044257731721544e+01 -3.114300784105393660e+01 -2.990412069579229382e+01 -2.983991004379024758e+01 -2.704853194184089205e+01
1.938881371780812879e+00 -2.241420096361385816e+01 -4.243781724608621175e+01 -2.433404235998629872e+01 -2.589823653358156719e+01 -2.304903303813141591e+01 -2.435698860695299572e+01 -2.573081014820237655e+01 -2.590041804715705709e+01 -2.556777355974335109e+01 -3.319000405679982180e+01 -2.990406316039732459e+01 -2.983983609160828365e+01 -2.709310571424260061e+01
1.938235293349696242e+00 -2.258053336522577226e+01 -4.314775026498750066e+01 -2.442029296833192831e+01 -2.614217983522792466e+01 -2.291872109125965551e+01 -2.421680751654892561e+01 -2.595521511818882132e+01 -2.597446447459350694e+01 -2.546461641293456779e+01 -3.434230015293538685e+01 -2.990400839489072027e+01 -2.983976569808772084e+01 -2.704712423921986542e+01
1.937589430206293706e+00 -2.434773380520860542e+01 -4.289282713037808747e+01 -2.442421488232627880e+01 -2.599180818074053434e+01 -2.274288376511655230e+01 -2.415644104772577450e+01 -2.565238892427256445e+01 -2.584435848066343411e+01 -2.587853323074937251e+01 -3.750323603585418653e+01 -2.990395161704777749e+01 -2.983969271671385215e+01 -2.711555624444762103e+01
1.936943782278867765e+00 -2.280687434401143676e+01 -4.243497020753452631e+01 -2.446406215353077584e+01 -2.614662830425314866e+01 -2.313794257052500924e+01 -2.426445794536953926e+01 -2.577714912854474960e+01 -2.581750141612352323e+01 -2.558045646028108777e+01 -3.763203262261203719e+01 -2.990389621974779644e+01 -2.983962150853302475e+01 -2.705793400962236817e+01
1.936298349495702009e+00 -2.231966584083853888e+01 -4.314606990142659271e+01 -2.458233549958694297e+01 -2.584664312450086499e+01 -2.298571053015465893e+01 -2.473101301193104717e+01 -2.572255899895732867e+01 -2.590898195776465585e+01 -2.565147815132066356e+01 -3.169195288911866371e+01 -2.990384128365643690e+01 -2.983955089156371443e+01 -2.702671334276266180e+01
1.935653131785106895e+00 -2.288471552105162488e+01 -4.253612007585864774e+01 -2.462840710105751896e+01 -2.593957679454573650e+01 -2.284408532675098158e+01 -2.425032373130473573e+01 -2.578981604798986638e+01 -2.592354307901216970e+01 -2.546553400385585419e+01 -3.563489807909361673e+01 -2.990378398340764932e+01 -2.983947723459727897e+01 -2.700820429880406337e+01
1.935008129075414862e+00 -2.370461231383260170e+01 -4.244923255340393098e+01 -2.469605607834811778e+01 -2.588976911921496438e+01 -2.278420846803651756e+01 -2.456987232563749401e+01 -2.558497818183730743e+01 -2.581552047316317555e+01 -2.560491717574432258e+01 -3.114469738070290816e+01 -2.990372893005829624e+01 -2.983940646442338007e+01 -2.716394510256535000e+01
1.934363341294983218e+00 -2.234960872349801519e+01 -4.259000630134683973e+01 -2.469893563412308879e+01 -2.596596547918653641e+01 -2.292808001980425203e+01 -2.417716427666634971e+01 -2.568760672906591225e+01 -2.602505772559883113e+01 -2.568887977723229810e+01 -3.116128747166589363e+01 -2.990367416745553086e+01 -2.983933606647017811e+01 -2.708365558910731608e+01
1.933718768372192143e+00 -2.308250228959159145e+01 -4.279215148790883916e+01 -2.472635313598042117e+01 -2.585321948697660943e+01 -2.303962302631763848e+01 -2.446430528349869604e+01 -2.577269882634230314e+01 -2.587177794687499244e+01 -2.550733729693080676e+01 -3.104925331989165826e+01 -2.990361613957057685e+01 -2.983926146999878881e+01 -2.700869649878025669e+01
1.933074410235447127e+00 -2.296789130928471678e+01 -4.219312967054197827e+01 -2.484940261662409355e+01 -2.594413152572159120e+01 -2.288969636881221348e+01 -2.475513084020815668e+01 -2.578598273740592361e+01 -2.574730600308113893e+01 -2.572902052812349183e+01 -3.125533546751454494e+01 -2.990356160967510135e+01 -2.983919136860948385e+01 -2.691938498726837636e+01
1.932430266813176090e+00 -2.383826350028888896e+01 -4.242327414969579280e+01 -2.486789877728039144e+01 -2.580582695345965760e+01 -2.362061436766873257e+01 -2.454931913333201976e+01 -2.568240933621851951e+01 -2.578441058486969695e+01 -2.572847895137428864e+01 -3.706431110581277011e+01 -2.990350422259939123e+01 -2.983911759301633637e+01 -2.694370749432489731e+01
1.931786338033831152e+00 -2.283719763353542120e+01 -4.721450947115630470e+01 -2.500776886876529304e+01 -2.582809954028461519e+01 -2.280751353855026053e+01 -2.411176802046046319e+01 -2.552390612247327084e+01 -2.569647093123555948e+01 -2.550403905859042553e+01 -3.194006103651137707e+01 -2.990344913075775324e+01 -2.983904676662017152e+01 -2.680631281009059919e+01
1.931142623825889082e+00 -2.262928976466524134e+01 -4.232622477869929867e+01 -2.505335228030259742e+01 -2.586979234176705589e+01 -2.314862731037053933e+01 -2.416243793248138871e+01 -2.565924880595195745e+01 -2.580450297440680529e+01 -2.574349010902970036e+01 -3.673390249422985931e+01 -2.990339221201345765e+01 -2.983897359020928874e+01 -2.681248071175759407e+01
1.930499124117849963e+00 -2.271468284995140863e+01 -4.356753376107950970e+01 -2.516330430364028103e+01 -2.605201642648821547e+01 -2.307783212196747868e+01 -2.472908447077015737e+01 -2.559487022987729077e+01 -2.565539206159492380e+01 -2.572673132136705831e+01 -3.599675572125176615e+01 -2.990333659807339828e+01 -2.983890208997102178e+01 -2.669111424019471102e+01
1.929855838838236970e+00 -2.434352887416358158e+01 -4.226716189163868620e+01 -2.516901868078730686e+01 -2.584146984860447205e+01 -2.301696553670151957e+01 -2.473734766493961246e+01 -2.575009546453369680e+01 -2.561481177500853335e+01 -2.555556790481205098e+01 -3.224499377399914835e+01 -2.990328164158612267e+01 -2.983883143332743160e+01 -2.667219908641833470e+01
1.929212767915598148e+00 -2.370874018387242188e+01 -4.211075386647576835e+01 -2.528630475301760328e+01 -2.599317956159433862e+01 -2.312600726434501652e+01 -2.437973547414502917e+01 -2.548818279073041992e+01 -2.564958407135537399e+01 -2.572170201706231296e+01 -3.124336140850396504e+01 -2.990322387659854542e+01 -2.983875716486581098e+01 -2.705656093619835545e+01
1.928569911278505078e+00 -2.218576033305836859e+01 -4.202551710453664668e+01 -2.541635985589596558e+01 -2.575432016215591347e+01 -2.301253421914103470e+01 -2.420117906327550727e+01 -2.554972636735601554e+01 -2.556608004478617957e+01 -2.575676685629511198e+01 -3.597355635420606035e+01 -2.990316899628059488e+01 -2.983868660362496428e+01 -2.794132579778775849e+01
1.927927268855553322e+00 -2.372920389947978492e+01 -4.221287850872828074e+01 -2.555799636952835030e+01 -2.567032845306050959e+01 -2.323160721045075761e+01 -2.404232999362310963e+01 -2.557236384445109323e+01 -2.565196664821889883e+01 -2.556929791186528078e+01 -3.210319311569281808e+01 -2.990311163156903973e+01 -2.983861284690109628e+01 -2.930702544500933016e+01
1.927284840575361313e+00 -2.276026312664904694e+01 -4.247896903368066290e+01 -2.553182619759560268e+01 -2.587365377550306533e+01 -2.286853418418587580e+01 -2.456078657299211443e+01 -2.562624244172430465e+01 -2.550322352314735852e+01 -2.572108878158769585e+01 -3.711554706867826781e+01 -2.990305632915348966e+01 -2.983854174031726814e+01 -2.933291939110248592e+01
